Id,SampleInt,SampleDecimal,SampleString,SampleBool
4835,4834,4.834,4834,1
4836,4835,4.835,4835,0
4837,4836,4.836,4836,1
4838,4837,4.837,4837,0
4839,4838,4.838,4838,1
4840,4839,4.839,4839,0
4841,4840,4.840,4840,1
4842,4841,4.841,4841,0
4843,4842,4.842,4842,1
4844,4843,4.843,4843,0
4845,4844,4.844,4844,1
4846,4845,4.845,4845,0
4847,4846,4.846,4846,1
4848,4847,4.847,4847,0
4849,4848,4.848,4848,1
4850,4849,4.849,4849,0
4851,4850,4.850,4850,1
4852,4851,4.851,4851,0
4853,4852,4.852,4852,1
4854,4853,4.853,4853,0
4855,4854,4.854,4854,1
4856,4855,4.855,4855,0
4857,4856,4.856,4856,1
4858,4857,4.857,4857,0
4859,4858,4.858,4858,1
4860,4859,4.859,4859,0
4861,4860,4.860,4860,1
4862,4861,4.861,4861,0
4863,4862,4.862,4862,1
4864,4863,4.863,4863,0
4865,4864,4.864,4864,1
4866,4865,4.865,4865,0
4867,4866,4.866,4866,1
4868,4867,4.867,4867,0
4869,4868,4.868,4868,1
4870,4869,4.869,4869,0
4871,4870,4.870,4870,1
4872,4871,4.871,4871,0
4873,4872,4.872,4872,1
4874,4873,4.873,4873,0
4875,4874,4.874,4874,1
4876,4875,4.875,4875,0
4877,4876,4.876,4876,1
4878,4877,4.877,4877,0
4879,4878,4.878,4878,1
4880,4879,4.879,4879,0
4881,4880,4.880,4880,1
4882,4881,4.881,4881,0
4883,4882,4.882,4882,1
4884,4883,4.883,4883,0
4885,4884,4.884,4884,1
4886,4885,4.885,4885,0
4887,4886,4.886,4886,1
4888,4887,4.887,4887,0
4889,4888,4.888,4888,1
4890,4889,4.889,4889,0
4891,4890,4.890,4890,1
4892,4891,4.891,4891,0
4893,4892,4.892,4892,1
4894,4893,4.893,4893,0
4895,4894,4.894,4894,1
4896,4895,4.895,4895,0
4897,4896,4.896,4896,1
4898,4897,4.897,4897,0
4899,4898,4.898,4898,1
4900,4899,4.899,4899,0
4901,4900,4.900,4900,1
4902,4901,4.901,4901,0
4903,4902,4.902,4902,1
4904,4903,4.903,4903,0
4905,4904,4.904,4904,1
4906,4905,4.905,4905,0
4907,4906,4.906,4906,1
4908,4907,4.907,4907,0
4909,4908,4.908,4908,1
4910,4909,4.909,4909,0
4911,4910,4.910,4910,1
4912,4911,4.911,4911,0
4913,4912,4.912,4912,1
4914,4913,4.913,4913,0
4915,4914,4.914,4914,1
4916,4915,4.915,4915,0
4917,4916,4.916,4916,1
4918,4917,4.917,4917,0
4919,4918,4.918,4918,1
4920,4919,4.919,4919,0
4921,4920,4.920,4920,1
4922,4921,4.921,4921,0
4923,4922,4.922,4922,1
4924,4923,4.923,4923,0
4925,4924,4.924,4924,1
4926,4925,4.925,4925,0
4927,4926,4.926,4926,1
4928,4927,4.927,4927,0
4929,4928,4.928,4928,1
4930,4929,4.929,4929,0
4931,4930,4.930,4930,1
4932,4931,4.931,4931,0
4933,4932,4.932,4932,1
4934,4933,4.933,4933,0
4935,4934,4.934,4934,1
4936,4935,4.935,4935,0
4937,4936,4.936,4936,1
4938,4937,4.937,4937,0
4939,4938,4.938,4938,1
4940,4939,4.939,4939,0
4941,4940,4.940,4940,1
4942,4941,4.941,4941,0
4943,4942,4.942,4942,1
4944,4943,4.943,4943,0
4945,4944,4.944,4944,1
4946,4945,4.945,4945,0
4947,4946,4.946,4946,1
4948,4947,4.947,4947,0
4949,4948,4.948,4948,1
4950,4949,4.949,4949,0
4951,4950,4.950,4950,1
4952,4951,4.951,4951,0
4953,4952,4.952,4952,1
4954,4953,4.953,4953,0
4955,4954,4.954,4954,1
4956,4955,4.955,4955,0
4957,4956,4.956,4956,1
4958,4957,4.957,4957,0
4959,4958,4.958,4958,1
4960,4959,4.959,4959,0
4961,4960,4.960,4960,1
4962,4961,4.961,4961,0
4963,4962,4.962,4962,1
4964,4963,4.963,4963,0
4965,4964,4.964,4964,1
4966,4965,4.965,4965,0
4967,4966,4.966,4966,1
4968,4967,4.967,4967,0
4969,4968,4.968,4968,1
4970,4969,4.969,4969,0
4971,4970,4.970,4970,1
4972,4971,4.971,4971,0
4973,4972,4.972,4972,1
4974,4973,4.973,4973,0
4975,4974,4.974,4974,1
4976,4975,4.975,4975,0
4977,4976,4.976,4976,1
4978,4977,4.977,4977,0
4979,4978,4.978,4978,1
4980,4979,4.979,4979,0
4981,4980,4.980,4980,1
4982,4981,4.981,4981,0
4983,4982,4.982,4982,1
4984,4983,4.983,4983,0
4985,4984,4.984,4984,1
4986,4985,4.985,4985,0
4987,4986,4.986,4986,1
4988,4987,4.987,4987,0
4989,4988,4.988,4988,1
4990,4989,4.989,4989,0
4991,4990,4.990,4990,1
4992,4991,4.991,4991,0
4993,4992,4.992,4992,1
4994,4993,4.993,4993,0
4995,4994,4.994,4994,1
4996,4995,4.995,4995,0
4997,4996,4.996,4996,1
4998,4997,4.997,4997,0
4999,4998,4.998,4998,1
5000,4999,4.999,4999,0
5001,5000,5.000,5000,1
5002,5001,5.001,5001,0
5003,5002,5.002,5002,1
5004,5003,5.003,5003,0
5005,5004,5.004,5004,1
5006,5005,5.005,5005,0
5007,5006,5.006,5006,1
5008,5007,5.007,5007,0
5009,5008,5.008,5008,1
5010,5009,5.009,5009,0
5011,5010,5.010,5010,1
5012,5011,5.011,5011,0
5013,5012,5.012,5012,1
5014,5013,5.013,5013,0
5015,5014,5.014,5014,1
5016,5015,5.015,5015,0
5017,5016,5.016,5016,1
5018,5017,5.017,5017,0
5019,5018,5.018,5018,1
5020,5019,5.019,5019,0
5021,5020,5.020,5020,1
5022,5021,5.021,5021,0
5023,5022,5.022,5022,1
5024,5023,5.023,5023,0
5025,5024,5.024,5024,1
5026,5025,5.025,5025,0
5027,5026,5.026,5026,1
5028,5027,5.027,5027,0
5029,5028,5.028,5028,1
5030,5029,5.029,5029,0
5031,5030,5.030,5030,1
5032,5031,5.031,5031,0
5033,5032,5.032,5032,1
5034,5033,5.033,5033,0
5035,5034,5.034,5034,1
5036,5035,5.035,5035,0
5037,5036,5.036,5036,1
5038,5037,5.037,5037,0
5039,5038,5.038,5038,1
5040,5039,5.039,5039,0
5041,5040,5.040,5040,1
5042,5041,5.041,5041,0
5043,5042,5.042,5042,1
5044,5043,5.043,5043,0
5045,5044,5.044,5044,1
5046,5045,5.045,5045,0
5047,5046,5.046,5046,1
5048,5047,5.047,5047,0
5049,5048,5.048,5048,1
5050,5049,5.049,5049,0
5051,5050,5.050,5050,1
5052,5051,5.051,5051,0
5053,5052,5.052,5052,1
5054,5053,5.053,5053,0
5055,5054,5.054,5054,1
5056,5055,5.055,5055,0
5057,5056,5.056,5056,1
5058,5057,5.057,5057,0
5059,5058,5.058,5058,1
5060,5059,5.059,5059,0
5061,5060,5.060,5060,1
5062,5061,5.061,5061,0
5063,5062,5.062,5062,1
5064,5063,5.063,5063,0
5065,5064,5.064,5064,1
5066,5065,5.065,5065,0
5067,5066,5.066,5066,1
5068,5067,5.067,5067,0
5069,5068,5.068,5068,1
5070,5069,5.069,5069,0
5071,5070,5.070,5070,1
5072,5071,5.071,5071,0
5073,5072,5.072,5072,1
5074,5073,5.073,5073,0
5075,5074,5.074,5074,1
5076,5075,5.075,5075,0
5077,5076,5.076,5076,1
5078,5077,5.077,5077,0
5079,5078,5.078,5078,1
5080,5079,5.079,5079,0
5081,5080,5.080,5080,1
5082,5081,5.081,5081,0
5083,5082,5.082,5082,1
5084,5083,5.083,5083,0
5085,5084,5.084,5084,1
5086,5085,5.085,5085,0
5087,5086,5.086,5086,1
5088,5087,5.087,5087,0
5089,5088,5.088,5088,1
5090,5089,5.089,5089,0
5091,5090,5.090,5090,1
5092,5091,5.091,5091,0
5093,5092,5.092,5092,1
5094,5093,5.093,5093,0
5095,5094,5.094,5094,1
5096,5095,5.095,5095,0
5097,5096,5.096,5096,1
5098,5097,5.097,5097,0
5099,5098,5.098,5098,1
5100,5099,5.099,5099,0
5101,5100,5.100,5100,1
5102,5101,5.101,5101,0
5103,5102,5.102,5102,1
5104,5103,5.103,5103,0
5105,5104,5.104,5104,1
5106,5105,5.105,5105,0
5107,5106,5.106,5106,1
5108,5107,5.107,5107,0
5109,5108,5.108,5108,1
5110,5109,5.109,5109,0
5111,5110,5.110,5110,1
5112,5111,5.111,5111,0
5113,5112,5.112,5112,1
5114,5113,5.113,5113,0
5115,5114,5.114,5114,1
5116,5115,5.115,5115,0
5117,5116,5.116,5116,1
5118,5117,5.117,5117,0
5119,5118,5.118,5118,1
5120,5119,5.119,5119,0
5121,5120,5.120,5120,1
5122,5121,5.121,5121,0
5123,5122,5.122,5122,1
5124,5123,5.123,5123,0
5125,5124,5.124,5124,1
5126,5125,5.125,5125,0
5127,5126,5.126,5126,1
5128,5127,5.127,5127,0
5129,5128,5.128,5128,1
5130,5129,5.129,5129,0
5131,5130,5.130,5130,1
5132,5131,5.131,5131,0
5133,5132,5.132,5132,1
5134,5133,5.133,5133,0
5135,5134,5.134,5134,1
5136,5135,5.135,5135,0
5137,5136,5.136,5136,1
5138,5137,5.137,5137,0
5139,5138,5.138,5138,1
5140,5139,5.139,5139,0
5141,5140,5.140,5140,1
5142,5141,5.141,5141,0
5143,5142,5.142,5142,1
5144,5143,5.143,5143,0
5145,5144,5.144,5144,1
5146,5145,5.145,5145,0
5147,5146,5.146,5146,1
5148,5147,5.147,5147,0
5149,5148,5.148,5148,1
5150,5149,5.149,5149,0
5151,5150,5.150,5150,1
5152,5151,5.151,5151,0
5153,5152,5.152,5152,1
5154,5153,5.153,5153,0
5155,5154,5.154,5154,1
5156,5155,5.155,5155,0
5157,5156,5.156,5156,1
5158,5157,5.157,5157,0
5159,5158,5.158,5158,1
5160,5159,5.159,5159,0
5161,5160,5.160,5160,1
5162,5161,5.161,5161,0
5163,5162,5.162,5162,1
5164,5163,5.163,5163,0
5165,5164,5.164,5164,1
5166,5165,5.165,5165,0
5167,5166,5.166,5166,1
5168,5167,5.167,5167,0
5169,5168,5.168,5168,1
5170,5169,5.169,5169,0
5171,5170,5.170,5170,1
5172,5171,5.171,5171,0
5173,5172,5.172,5172,1
5174,5173,5.173,5173,0
5175,5174,5.174,5174,1
5176,5175,5.175,5175,0
5177,5176,5.176,5176,1
5178,5177,5.177,5177,0
5179,5178,5.178,5178,1
5180,5179,5.179,5179,0
5181,5180,5.180,5180,1
5182,5181,5.181,5181,0
5183,5182,5.182,5182,1
5184,5183,5.183,5183,0
5185,5184,5.184,5184,1
5186,5185,5.185,5185,0
5187,5186,5.186,5186,1
5188,5187,5.187,5187,0
5189,5188,5.188,5188,1
5190,5189,5.189,5189,0
5191,5190,5.190,5190,1
5192,5191,5.191,5191,0
5193,5192,5.192,5192,1
5194,5193,5.193,5193,0
5195,5194,5.194,5194,1
5196,5195,5.195,5195,0
5197,5196,5.196,5196,1
5198,5197,5.197,5197,0
5199,5198,5.198,5198,1
5200,5199,5.199,5199,0
5201,5200,5.200,5200,1
5202,5201,5.201,5201,0
5203,5202,5.202,5202,1
5204,5203,5.203,5203,0
5205,5204,5.204,5204,1
5206,5205,5.205,5205,0
5207,5206,5.206,5206,1
5208,5207,5.207,5207,0
5209,5208,5.208,5208,1
5210,5209,5.209,5209,0
5211,5210,5.210,5210,1
5212,5211,5.211,5211,0
5213,5212,5.212,5212,1
5214,5213,5.213,5213,0
5215,5214,5.214,5214,1
5216,5215,5.215,5215,0
5217,5216,5.216,5216,1
5218,5217,5.217,5217,0
5219,5218,5.218,5218,1
5220,5219,5.219,5219,0
5221,5220,5.220,5220,1
5222,5221,5.221,5221,0
5223,5222,5.222,5222,1
5224,5223,5.223,5223,0
5225,5224,5.224,5224,1
5226,5225,5.225,5225,0
5227,5226,5.226,5226,1
5228,5227,5.227,5227,0
5229,5228,5.228,5228,1
5230,5229,5.229,5229,0
5231,5230,5.230,5230,1
5232,5231,5.231,5231,0
5233,5232,5.232,5232,1
5234,5233,5.233,5233,0
5235,5234,5.234,5234,1
5236,5235,5.235,5235,0
5237,5236,5.236,5236,1
5238,5237,5.237,5237,0
5239,5238,5.238,5238,1
5240,5239,5.239,5239,0
5241,5240,5.240,5240,1
5242,5241,5.241,5241,0
5243,5242,5.242,5242,1
5244,5243,5.243,5243,0
5245,5244,5.244,5244,1
5246,5245,5.245,5245,0
5247,5246,5.246,5246,1
5248,5247,5.247,5247,0
5249,5248,5.248,5248,1
5250,5249,5.249,5249,0
5251,5250,5.250,5250,1
5252,5251,5.251,5251,0
5253,5252,5.252,5252,1
5254,5253,5.253,5253,0
5255,5254,5.254,5254,1
5256,5255,5.255,5255,0
5257,5256,5.256,5256,1
5258,5257,5.257,5257,0
5259,5258,5.258,5258,1
5260,5259,5.259,5259,0
5261,5260,5.260,5260,1
5262,5261,5.261,5261,0
5263,5262,5.262,5262,1
5264,5263,5.263,5263,0
5265,5264,5.264,5264,1
5266,5265,5.265,5265,0
5267,5266,5.266,5266,1
5268,5267,5.267,5267,0
5269,5268,5.268,5268,1
5270,5269,5.269,5269,0
5271,5270,5.270,5270,1
5272,5271,5.271,5271,0
5273,5272,5.272,5272,1
5274,5273,5.273,5273,0
5275,5274,5.274,5274,1
5276,5275,5.275,5275,0
5277,5276,5.276,5276,1
5278,5277,5.277,5277,0
5279,5278,5.278,5278,1
5280,5279,5.279,5279,0
5281,5280,5.280,5280,1
5282,5281,5.281,5281,0
5283,5282,5.282,5282,1
5284,5283,5.283,5283,0
5285,5284,5.284,5284,1
5286,5285,5.285,5285,0
5287,5286,5.286,5286,1
5288,5287,5.287,5287,0
5289,5288,5.288,5288,1
5290,5289,5.289,5289,0
5291,5290,5.290,5290,1
5292,5291,5.291,5291,0
5293,5292,5.292,5292,1
5294,5293,5.293,5293,0
5295,5294,5.294,5294,1
5296,5295,5.295,5295,0
5297,5296,5.296,5296,1
5298,5297,5.297,5297,0
5299,5298,5.298,5298,1
5300,5299,5.299,5299,0
5301,5300,5.300,5300,1
5302,5301,5.301,5301,0
5303,5302,5.302,5302,1
5304,5303,5.303,5303,0
5305,5304,5.304,5304,1
5306,5305,5.305,5305,0
5307,5306,5.306,5306,1
5308,5307,5.307,5307,0
5309,5308,5.308,5308,1
5310,5309,5.309,5309,0
5311,5310,5.310,5310,1
5312,5311,5.311,5311,0
5313,5312,5.312,5312,1
5314,5313,5.313,5313,0
5315,5314,5.314,5314,1
5316,5315,5.315,5315,0
5317,5316,5.316,5316,1
5318,5317,5.317,5317,0
5319,5318,5.318,5318,1
5320,5319,5.319,5319,0
5321,5320,5.320,5320,1
5322,5321,5.321,5321,0
5323,5322,5.322,5322,1
5324,5323,5.323,5323,0
5325,5324,5.324,5324,1
5326,5325,5.325,5325,0
5327,5326,5.326,5326,1
5328,5327,5.327,5327,0
5329,5328,5.328,5328,1
5330,5329,5.329,5329,0
5331,5330,5.330,5330,1
5332,5331,5.331,5331,0
5333,5332,5.332,5332,1
5334,5333,5.333,5333,0
5335,5334,5.334,5334,1
5336,5335,5.335,5335,0
5337,5336,5.336,5336,1
5338,5337,5.337,5337,0
5339,5338,5.338,5338,1
5340,5339,5.339,5339,0
5341,5340,5.340,5340,1
5342,5341,5.341,5341,0
5343,5342,5.342,5342,1
5344,5343,5.343,5343,0
5345,5344,5.344,5344,1
5346,5345,5.345,5345,0
5347,5346,5.346,5346,1
5348,5347,5.347,5347,0
5349,5348,5.348,5348,1
5350,5349,5.349,5349,0
5351,5350,5.350,5350,1
5352,5351,5.351,5351,0
5353,5352,5.352,5352,1
5354,5353,5.353,5353,0
5355,5354,5.354,5354,1
5356,5355,5.355,5355,0
5357,5356,5.356,5356,1
5358,5357,5.357,5357,0
5359,5358,5.358,5358,1
5360,5359,5.359,5359,0
5361,5360,5.360,5360,1
5362,5361,5.361,5361,0
5363,5362,5.362,5362,1
5364,5363,5.363,5363,0
5365,5364,5.364,5364,1
5366,5365,5.365,5365,0
5367,5366,5.366,5366,1
5368,5367,5.367,5367,0
5369,5368,5.368,5368,1
5370,5369,5.369,5369,0
5371,5370,5.370,5370,1
5372,5371,5.371,5371,0
5373,5372,5.372,5372,1
5374,5373,5.373,5373,0
5375,5374,5.374,5374,1
5376,5375,5.375,5375,0
5377,5376,5.376,5376,1
5378,5377,5.377,5377,0
5379,5378,5.378,5378,1
5380,5379,5.379,5379,0
5381,5380,5.380,5380,1
5382,5381,5.381,5381,0
5383,5382,5.382,5382,1
5384,5383,5.383,5383,0
5385,5384,5.384,5384,1
5386,5385,5.385,5385,0
5387,5386,5.386,5386,1
5388,5387,5.387,5387,0
5389,5388,5.388,5388,1
5390,5389,5.389,5389,0
5391,5390,5.390,5390,1
5392,5391,5.391,5391,0
5393,5392,5.392,5392,1
5394,5393,5.393,5393,0
5395,5394,5.394,5394,1
5396,5395,5.395,5395,0
5397,5396,5.396,5396,1
5398,5397,5.397,5397,0
5399,5398,5.398,5398,1
5400,5399,5.399,5399,0
5401,5400,5.400,5400,1
5402,5401,5.401,5401,0
5403,5402,5.402,5402,1
5404,5403,5.403,5403,0
5405,5404,5.404,5404,1
5406,5405,5.405,5405,0
5407,5406,5.406,5406,1
5408,5407,5.407,5407,0
5409,5408,5.408,5408,1
5410,5409,5.409,5409,0
5411,5410,5.410,5410,1
5412,5411,5.411,5411,0
5413,5412,5.412,5412,1
5414,5413,5.413,5413,0
5415,5414,5.414,5414,1
5416,5415,5.415,5415,0
5417,5416,5.416,5416,1
5418,5417,5.417,5417,0
5419,5418,5.418,5418,1
5420,5419,5.419,5419,0
5421,5420,5.420,5420,1
5422,5421,5.421,5421,0
5423,5422,5.422,5422,1
5424,5423,5.423,5423,0
5425,5424,5.424,5424,1
5426,5425,5.425,5425,0
5427,5426,5.426,5426,1
5428,5427,5.427,5427,0
5429,5428,5.428,5428,1
5430,5429,5.429,5429,0
5431,5430,5.430,5430,1
5432,5431,5.431,5431,0
5433,5432,5.432,5432,1
5434,5433,5.433,5433,0
5435,5434,5.434,5434,1
5436,5435,5.435,5435,0
5437,5436,5.436,5436,1
5438,5437,5.437,5437,0
5439,5438,5.438,5438,1
5440,5439,5.439,5439,0
5441,5440,5.440,5440,1
5442,5441,5.441,5441,0
5443,5442,5.442,5442,1
5444,5443,5.443,5443,0
5445,5444,5.444,5444,1
5446,5445,5.445,5445,0
5447,5446,5.446,5446,1
5448,5447,5.447,5447,0
5449,5448,5.448,5448,1
5450,5449,5.449,5449,0
5451,5450,5.450,5450,1
5452,5451,5.451,5451,0
5453,5452,5.452,5452,1
5454,5453,5.453,5453,0
5455,5454,5.454,5454,1
5456,5455,5.455,5455,0
5457,5456,5.456,5456,1
5458,5457,5.457,5457,0
5459,5458,5.458,5458,1
5460,5459,5.459,5459,0
5461,5460,5.460,5460,1
5462,5461,5.461,5461,0
5463,5462,5.462,5462,1
5464,5463,5.463,5463,0
5465,5464,5.464,5464,1
5466,5465,5.465,5465,0
5467,5466,5.466,5466,1
5468,5467,5.467,5467,0
5469,5468,5.468,5468,1
5470,5469,5.469,5469,0
5471,5470,5.470,5470,1
5472,5471,5.471,5471,0
5473,5472,5.472,5472,1
5474,5473,5.473,5473,0
5475,5474,5.474,5474,1
5476,5475,5.475,5475,0
5477,5476,5.476,5476,1
5478,5477,5.477,5477,0
5479,5478,5.478,5478,1
5480,5479,5.479,5479,0
5481,5480,5.480,5480,1
5482,5481,5.481,5481,0
5483,5482,5.482,5482,1
5484,5483,5.483,5483,0
5485,5484,5.484,5484,1
5486,5485,5.485,5485,0
5487,5486,5.486,5486,1
5488,5487,5.487,5487,0
5489,5488,5.488,5488,1
5490,5489,5.489,5489,0
5491,5490,5.490,5490,1
5492,5491,5.491,5491,0
5493,5492,5.492,5492,1
5494,5493,5.493,5493,0
5495,5494,5.494,5494,1
5496,5495,5.495,5495,0
5497,5496,5.496,5496,1
5498,5497,5.497,5497,0
5499,5498,5.498,5498,1
5500,5499,5.499,5499,0
5501,5500,5.500,5500,1
5502,5501,5.501,5501,0
5503,5502,5.502,5502,1
5504,5503,5.503,5503,0
5505,5504,5.504,5504,1
5506,5505,5.505,5505,0
5507,5506,5.506,5506,1
5508,5507,5.507,5507,0
5509,5508,5.508,5508,1
5510,5509,5.509,5509,0
5511,5510,5.510,5510,1
5512,5511,5.511,5511,0
5513,5512,5.512,5512,1
5514,5513,5.513,5513,0
5515,5514,5.514,5514,1
5516,5515,5.515,5515,0
5517,5516,5.516,5516,1
5518,5517,5.517,5517,0
5519,5518,5.518,5518,1
5520,5519,5.519,5519,0
5521,5520,5.520,5520,1
5522,5521,5.521,5521,0
5523,5522,5.522,5522,1
5524,5523,5.523,5523,0
5525,5524,5.524,5524,1
5526,5525,5.525,5525,0
5527,5526,5.526,5526,1
5528,5527,5.527,5527,0
5529,5528,5.528,5528,1
5530,5529,5.529,5529,0
5531,5530,5.530,5530,1
5532,5531,5.531,5531,0
5533,5532,5.532,5532,1
5534,5533,5.533,5533,0
5535,5534,5.534,5534,1
5536,5535,5.535,5535,0
5537,5536,5.536,5536,1
5538,5537,5.537,5537,0
5539,5538,5.538,5538,1
5540,5539,5.539,5539,0
5541,5540,5.540,5540,1
5542,5541,5.541,5541,0
5543,5542,5.542,5542,1
5544,5543,5.543,5543,0
5545,5544,5.544,5544,1
5546,5545,5.545,5545,0
5547,5546,5.546,5546,1
5548,5547,5.547,5547,0
5549,5548,5.548,5548,1
5550,5549,5.549,5549,0
5551,5550,5.550,5550,1
5552,5551,5.551,5551,0
5553,5552,5.552,5552,1
5554,5553,5.553,5553,0
5555,5554,5.554,5554,1
5556,5555,5.555,5555,0
5557,5556,5.556,5556,1
5558,5557,5.557,5557,0
5559,5558,5.558,5558,1
5560,5559,5.559,5559,0
5561,5560,5.560,5560,1
5562,5561,5.561,5561,0
5563,5562,5.562,5562,1
5564,5563,5.563,5563,0
5565,5564,5.564,5564,1
5566,5565,5.565,5565,0
5567,5566,5.566,5566,1
5568,5567,5.567,5567,0
5569,5568,5.568,5568,1
5570,5569,5.569,5569,0
5571,5570,5.570,5570,1
5572,5571,5.571,5571,0
5573,5572,5.572,5572,1
5574,5573,5.573,5573,0
5575,5574,5.574,5574,1
5576,5575,5.575,5575,0
5577,5576,5.576,5576,1
5578,5577,5.577,5577,0
5579,5578,5.578,5578,1
5580,5579,5.579,5579,0
5581,5580,5.580,5580,1
5582,5581,5.581,5581,0
5583,5582,5.582,5582,1
5584,5583,5.583,5583,0
5585,5584,5.584,5584,1
5586,5585,5.585,5585,0
5587,5586,5.586,5586,1
5588,5587,5.587,5587,0
5589,5588,5.588,5588,1
5590,5589,5.589,5589,0
5591,5590,5.590,5590,1
5592,5591,5.591,5591,0
5593,5592,5.592,5592,1
5594,5593,5.593,5593,0
5595,5594,5.594,5594,1
5596,5595,5.595,5595,0
5597,5596,5.596,5596,1
5598,5597,5.597,5597,0
5599,5598,5.598,5598,1
5600,5599,5.599,5599,0
5601,5600,5.600,5600,1
5602,5601,5.601,5601,0
5603,5602,5.602,5602,1
5604,5603,5.603,5603,0
5605,5604,5.604,5604,1
5606,5605,5.605,5605,0
5607,5606,5.606,5606,1
5608,5607,5.607,5607,0
5609,5608,5.608,5608,1
5610,5609,5.609,5609,0
5611,5610,5.610,5610,1
5612,5611,5.611,5611,0
5613,5612,5.612,5612,1
5614,5613,5.613,5613,0
5615,5614,5.614,5614,1
5616,5615,5.615,5615,0
5617,5616,5.616,5616,1
5618,5617,5.617,5617,0
5619,5618,5.618,5618,1
5620,5619,5.619,5619,0
5621,5620,5.620,5620,1
5622,5621,5.621,5621,0
5623,5622,5.622,5622,1
5624,5623,5.623,5623,0
5625,5624,5.624,5624,1
5626,5625,5.625,5625,0
5627,5626,5.626,5626,1
5628,5627,5.627,5627,0
5629,5628,5.628,5628,1
5630,5629,5.629,5629,0
5631,5630,5.630,5630,1
5632,5631,5.631,5631,0
5633,5632,5.632,5632,1
5634,5633,5.633,5633,0
5635,5634,5.634,5634,1
5636,5635,5.635,5635,0
5637,5636,5.636,5636,1
5638,5637,5.637,5637,0
5639,5638,5.638,5638,1
5640,5639,5.639,5639,0
5641,5640,5.640,5640,1
5642,5641,5.641,5641,0
5643,5642,5.642,5642,1
5644,5643,5.643,5643,0
5645,5644,5.644,5644,1
5646,5645,5.645,5645,0
5647,5646,5.646,5646,1
5648,5647,5.647,5647,0
5649,5648,5.648,5648,1
5650,5649,5.649,5649,0
5651,5650,5.650,5650,1
5652,5651,5.651,5651,0
5653,5652,5.652,5652,1
5654,5653,5.653,5653,0
5655,5654,5.654,5654,1
5656,5655,5.655,5655,0
5657,5656,5.656,5656,1
5658,5657,5.657,5657,0
5659,5658,5.658,5658,1
5660,5659,5.659,5659,0
5661,5660,5.660,5660,1
5662,5661,5.661,5661,0
5663,5662,5.662,5662,1
5664,5663,5.663,5663,0
5665,5664,5.664,5664,1
5666,5665,5.665,5665,0
5667,5666,5.666,5666,1
5668,5667,5.667,5667,0
5669,5668,5.668,5668,1
5670,5669,5.669,5669,0
5671,5670,5.670,5670,1
5672,5671,5.671,5671,0
5673,5672,5.672,5672,1
5674,5673,5.673,5673,0
5675,5674,5.674,5674,1
5676,5675,5.675,5675,0
5677,5676,5.676,5676,1
5678,5677,5.677,5677,0
5679,5678,5.678,5678,1
5680,5679,5.679,5679,0
5681,5680,5.680,5680,1
5682,5681,5.681,5681,0
5683,5682,5.682,5682,1
5684,5683,5.683,5683,0
5685,5684,5.684,5684,1
5686,5685,5.685,5685,0
5687,5686,5.686,5686,1
5688,5687,5.687,5687,0
5689,5688,5.688,5688,1
5690,5689,5.689,5689,0
5691,5690,5.690,5690,1
5692,5691,5.691,5691,0
5693,5692,5.692,5692,1
5694,5693,5.693,5693,0
5695,5694,5.694,5694,1
5696,5695,5.695,5695,0
5697,5696,5.696,5696,1
5698,5697,5.697,5697,0
5699,5698,5.698,5698,1
5700,5699,5.699,5699,0
5701,5700,5.700,5700,1
5702,5701,5.701,5701,0
5703,5702,5.702,5702,1
5704,5703,5.703,5703,0
5705,5704,5.704,5704,1
5706,5705,5.705,5705,0
5707,5706,5.706,5706,1
5708,5707,5.707,5707,0
5709,5708,5.708,5708,1
5710,5709,5.709,5709,0
5711,5710,5.710,5710,1
5712,5711,5.711,5711,0
5713,5712,5.712,5712,1
5714,5713,5.713,5713,0
5715,5714,5.714,5714,1
5716,5715,5.715,5715,0
5717,5716,5.716,5716,1
5718,5717,5.717,5717,0
5719,5718,5.718,5718,1
5720,5719,5.719,5719,0
5721,5720,5.720,5720,1
5722,5721,5.721,5721,0
5723,5722,5.722,5722,1
5724,5723,5.723,5723,0
5725,5724,5.724,5724,1
5726,5725,5.725,5725,0
5727,5726,5.726,5726,1
5728,5727,5.727,5727,0
5729,5728,5.728,5728,1
5730,5729,5.729,5729,0
5731,5730,5.730,5730,1
5732,5731,5.731,5731,0
5733,5732,5.732,5732,1
5734,5733,5.733,5733,0
5735,5734,5.734,5734,1
5736,5735,5.735,5735,0
5737,5736,5.736,5736,1
5738,5737,5.737,5737,0
5739,5738,5.738,5738,1
5740,5739,5.739,5739,0
5741,5740,5.740,5740,1
5742,5741,5.741,5741,0
5743,5742,5.742,5742,1
5744,5743,5.743,5743,0
5745,5744,5.744,5744,1
5746,5745,5.745,5745,0
5747,5746,5.746,5746,1
5748,5747,5.747,5747,0
5749,5748,5.748,5748,1
5750,5749,5.749,5749,0
5751,5750,5.750,5750,1
5752,5751,5.751,5751,0
5753,5752,5.752,5752,1
5754,5753,5.753,5753,0
5755,5754,5.754,5754,1
5756,5755,5.755,5755,0
5757,5756,5.756,5756,1
5758,5757,5.757,5757,0
5759,5758,5.758,5758,1
5760,5759,5.759,5759,0
5761,5760,5.760,5760,1
5762,5761,5.761,5761,0
5763,5762,5.762,5762,1
5764,5763,5.763,5763,0
5765,5764,5.764,5764,1
